Line-number,Type,State,County,Town,FIPS,Server-owner,ArcGIS-url,https,Show-contents,SSL,Open,Comment
1062,2,Illinois,Kankakee,,17091,,https://k3gis.com/arcgis/rest/services,Y,Y,OK,Y,
1063,2,Illinois,Kendall,,17093,,https://maps.co.kendall.il.us/server/rest/services,Y,Y,OK,Y,
1064,2,Illinois,Lake,,17097,,https://maps.lakecountyil.gov/arcgis/rest/services,Y,Y,OK,Y, 
1065,2,Illinois,Lake,,17097,,https://pubaccess.lcfpd.org/arcgis/rest/services,Y,Y,OK,Y,
1066,2,Illinois,LaSalle,,17099,,https://gis.lasallecounty.org/arcgis/rest/services,Y,Y,OK,Y,
1067,2,Illinois,Lawrence,,17101,,https://ags.bhamaps.com/arcgisserver/rest/services/LawrenceIL,Y,Y,OK,Y,
1068,2,Illinois,Lee,,17103,,https://gis.leecountyil.com/server/rest/services,Y,Y,OK,Y,
1069,2,Illinois,McHenry,,17111,,https://www.mchenrycountygis.org/arcgis/rest/services,Y,Y,OK,Y,
1070,2,Illinois,McLean,,17113,,https://www.mcgisweb.org/mcgc/rest/services,Y,Y,OK,Y,
1071,2,Illinois,Macon,,17115,,https://services1.arcgis.com/a3k0qIja5SolIRYR/arcgis/rest/services,Y,Y,OK,Y,
1072,2,Illinois,Macoupin,,17117,,https://ags.bhamaps.com/arcgisserver/rest/services/MacoupinIL,Y,Y,OK,Y,
1073,2,Illinois,Massac,,17127,,https://ags.bhamaps.com/arcgisserver/rest/services/MassacIL,Y,Y,OK,Y,
1074,2,Illinois,Menard,,17129,,https://wfs.schneidercorp.com/arcgis/rest/services/MenardCountyIL_WFS/MapServer,Y,Y,OK,Y,
1075,2,Illinois,Moultrie,,17139,,https://ags.bhamaps.com/arcgisserver/rest/services/MoultrieIL,Y,Y,OK,Y,
1076,2,Illinois,Peoria,,17143,,https://gis.peoriacounty.org/arcgis/rest/services,Y,Y,OK,Y,
1077,2,Illinois,St Clair,,17163,,https://publicmap01.co.st-clair.il.us/arcgis/rest/services,Y,Y,OK,Y,
1078,2,Illinois,Sangamon,,17167,,https://gis.co.sangamon.il.us/arcgis/rest/services,Y,Y,OK,Y,
1079,2,Illinois,Schuyler,,17169,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/SchuylerILFeatures/FeatureServer,Y,Y,OK,Y,
1080,2,Illinois,Shelby,,17173,,https://ags.bhamaps.com/arcgisserver/rest/services/ShelbyIL,Y,Y,OK,Y,
1081,2,Illinois,Tazewell,,17179,,https://gis.tazewell.com/arcgis/rest/services,Y,Y,OK,Y,
1082,2,Illinois,Vermilion,,17183,,https://ags.bhamaps.com/arcgisserver/rest/services/VermilionIL,Y,Y,OK,Y,
1083,2,Illinois,White,,17193,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/WhiteILFeatures/FeatureServer,Y,Y,OK,Y,
1084,2,Illinois,Will,,17197,,https://gis.willcountyillinois.com/server/rest/services,Y,Y,OK,Y,
1085,2,Illinois,Williamson,,17199,,https://ags.bhamaps.com/arcgisserver/rest/services/WilliamsonIL,Y,Y,OK,Y,
1086,2,Illinois,,Aurora,,,https://gis.aurora-il.org/arcgis/rest/services,Y,Y,OK,Y,
1087,2,Illinois,,Champaign,,,https://gisweb.champaignil.gov/cb/rest/services,Y,Y,OK,Y,
1088,2,Illinois,,Chicago,,,https://gisapps.cityofchicago.org/arcgis/rest/services,Y,Y,OK,Y,
1089,2,Illinois,,DeWitt,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/DeWittILFeatures/FeatureServer,Y,Y,OK,Y,
1090,2,Illinois,,Diamond,,,https://web2.mobile311.com/arcgis/rest/services/Illinois/VillageOfDiamond/MapServer,Y,Y,OK,Y,
1091,2,Illinois,,Downers Grove,,,https://parcels.downers.us/arcgis/rest/services,Y,Y,OK,Y,
1092,2,Illinois,,Elgin,,,https://gisdata.elginmapping.ca/arcgis/rest/services,Y,Y,OK,Y,
1093,2,Illinois,,Evanston,,,https://maps.cityofevanston.org/arcgis/rest/services,Y,Y,OK,Y,
1094,2,Illinois,,Franklin,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/FranklinILFeatures/FeatureServer,Y,Y,OK,Y,
1095,2,Illinois,,Greenville,,,https://portal.greenvilleillinois.com/cog_server/rest/services,Y,Y,OK,Y,
1096,2,Illinois,,Hamilton,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/HamiltonILFeatures/FeatureServer,Y,Y,OK,Y,
1097,2,Illinois,,Henry,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/HenryILFeatures/FeatureServer,Y,Y,OK,Y, 
1098,2,Illinois,,Henry,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/HenryILTransportation/FeatureServer,Y,Y,OK,Y, 
1099,2,Illinois,,Henry,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/HenryILTransportationActive/FeatureServer,Y,Y,OK,Y,
1100,2,Illinois,,Homewood,,,https://web2.mobile311.com/arcgis/rest/services/Illinois/HomewoodIL/MapServer,Y,Y,OK,Y,
1101,2,Illinois,,Kane,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/KaneILFeatures/FeatureServer,Y,Y,OK,Y,
1102,2,Illinois,,Lombard,,,https://gismaps.villageoflombard.org/arcgis/rest/services,Y,Y,OK,Y,
1103,2,Illinois,,Marion,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/MarionILFeatures/FeatureServer,Y,Y,OK,Y,
1104,2,Illinois,,Marshall,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/MarshallILFeatures/FeatureServer,Y,Y,OK,Y,
1105,2,Illinois,,Naperville,,,https://portal.naperville.il.us/arcgis/rest/services,Y,Y,OK,Y,
1106,2,Illinois,,Niles,,,https://gis.vniles.com/server/rest/services,Y,Y,OK,Y, 
1107,2,Illinois,,Niles,,,https://gisuf.vniles.com:6443/arcgis/rest/services,Y,Y,OK,Y,
1108,2,Illinois,,Normal,,,https://services2.arcgis.com/iXvQvjNLkAH7PI1v/arcgis/rest/services,Y,Y,OK,Y,
1109,2,Illinois,,O'Fallon,,,https://services.arcgis.com/K8hCj4l2z1EMabnx/arcgis/rest/services,Y,Y,OK,Y,
1110,2,Illinois,,Oswego,,,https://arcgis4.roktech.net/arcgis/rest/services/OswegoIL,Y,Y,OK,Y, 
1111,2,Illinois,,Oswego,,,https://arcgis5.roktech.net/arcgis/rest/services/OswegoIL,Y,Y,OK,Y,
1112,2,Illinois,,Schaumburg,,,https://gisweb.ci.schaumburg.il.us/arcgis/rest/services,Y,Y,OK,Y,
1113,2,Illinois,,Springfield,,,https://publicworks.springfield.il.us/arcgis/rest/services,Y,Y,OK,Y, 
1114,2,Illinois,,Springfield,,,https://maps.springfield.il.us/server/rest/services,Y,Y,OK,Y,
1115,2,Indiana,,,18,Indiana Department of Transportation,https://maps.indot.in.gov/arcgisro/rest/services,Y,Y,OK,Y, 
1116,2,Indiana,,,18,Indiana Department of Transportation,https://rahp.indot.in.gov/arcgis/rest/services,Y,Y,OK,Y,
1117,2,Indiana,,,18,Indiana Department of Homeland Security,https://gis.dhs.in.gov/arcgis/rest/services,Y,Y,OK,Y,
1118,2,Indiana,,,18,Indiana University Bloomington - GIS,https://maps.indiana.edu/arcgis/rest/services,Y,Y,OK,Y,
1119,2,Indiana,,,18,Indiana Purdue University,https://prodgis2.agriculture.purdue.edu/arcgis/rest/services,Y,Y,OK,Y,
1120,2,Indiana,,,18,Indiana various layers,https://gis.in.gov/arcgis/rest/services,Y,Y,OK,Y, 
1121,2,Indiana,,,18,Indiana various layers,https://gis.in.gov/ArcGIS/rest/services,Y,Y,OK,Y, 
1122,2,Indiana,,,18,Indiana various layers,https://imagery.gis.in.gov/arcgis/rest/services,Y,Y,OK,Y, 
1123,2,Indiana,,,18,Indiana various layers,https://services5.arcgis.com/f2aRfVsQG7TInso2/arcgis/rest/services,Y,Y,OK,Y,
1124,2,Indiana,Adams,,18001,,https://adamsingis.adams.in.us/arcgis/rest/services,Y,Y,OK,Y,
1125,2,Indiana,Allen,,18003,,https://gis.acimap.us/projectservicesadmin/rest/services,Y,Y,OK,Y, 
1126,2,Indiana,Allen,,18003,,https://gis1.acimap.us/projectservices/rest/services,Y,Y,OK,Y,
1127,2,Indiana,Bartholomew,,18005,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/BartholomewINDynamic/MapServer,Y,Y,OK,Y,
1128,2,Indiana,Benton,,18007,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/BentonINDynamic/MapServer,Y,Y,OK,Y,
1129,2,Indiana,Cass,,18017,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/CassINDynamic/MapServer,Y,Y,OK,Y,
1130,2,Indiana,Clark,,18019,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/ClarkINDynamic/MapServer,Y,Y,OK,Y,
1131,2,Indiana,Decatur,,18031,,https://wfs.schneidercorp.com/arcgis/rest/services/DecaturCountyIN_WFS/MapServer,Y,Y,OK,Y,
1132,2,Indiana,Elkhart,,18039,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/ElkhartINDynamic/MapServer,Y,Y,OK,Y,
1133,2,Indiana,Floyd,,18043,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/FloydINDynamic/MapServer,Y,Y,OK,Y,
1134,2,Indiana,Grant,,18053,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/GrantINDynamic/MapServer,Y,Y,OK,Y,
1135,2,Indiana,Hamilton,,18057,,https://gis1.hamiltoncounty.in.gov/arcgis/rest/services,Y,Y,OK,Y,
1136,2,Indiana,Hancock,,18059,,https://wfs.schneidercorp.com/arcgis/rest/services/HancockCountyIN_WFS/MapServer,Y,Y,OK,Y,
1137,2,Indiana,Harrison,,18061,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/HarrisonINDynamic/MapServer,Y,Y,OK,Y,
1138,2,Indiana,Hendricks,,18063,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/HendricksINDynamic/MapServer,Y,Y,OK,Y, 
1139,2,Indiana,Hendricks,,18063,,https://wfs.schneidercorp.com/arcgis/rest/services/HendricksCountyIN_REST_3rdParty/MapServer,Y,Y,OK,Y, 
1140,2,Indiana,Hendricks,,18063,,https://wfs.schneidercorp.com/arcgis/rest/services/HendricksCountyIN_WFS/MapServer,Y,Y,OK,Y,
1141,2,Indiana,Howard,,18067,,https://wfs.schneidercorp.com/arcgis/rest/services/HowardCountyIN_Kokomo_WFS/MapServer,Y,Y,OK,Y,
1142,2,Indiana,Huntington,,18069,,https://wfs.schneidercorp.com/arcgis/rest/services/HuntingtonCountyIN_WFS/MapServer,Y,Y,OK,Y,
1143,2,Indiana,Jay,,18075,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/JayINDynamic/MapServer,Y,Y,OK,Y,
1144,2,Indiana,Johnson,,18081,,https://wfs.schneidercorp.com/arcgis/rest/services/JohnsonCountyIN_WFS/MapServer,Y,Y,OK,Y,
1145,2,Indiana,Kosciusko,,18085,,https://wfs.schneidercorp.com/arcgis/rest/services/KosciuskoCountyIN_WFS/MapServer,Y,Y,OK,Y,
1146,2,Indiana,LaGrange,,18087,,https://wfs.schneidercorp.com/arcgis/rest/services/LaGrangeCountyIN_WFS/MapServer,Y,Y,OK,Y,
1147,2,Indiana,Lake,,18089,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/LakeINFeatures/FeatureServer,Y,Y,OK,Y,
1148,2,Indiana,Lawrence,,18093,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/LawrenceINDynamic/MapServer,Y,Y,OK,Y,
1149,2,Indiana,Marion,,18097,,https://xmaps.indy.gov/arcgis/rest/services,Y,Y,OK,Y,
1150,2,Indiana,Martin,,18101,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/MartinINDynamic/MapServer,Y,Y,OK,Y,
1151,2,Indiana,Miami,,18103,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/MiamiINDynamic/MapServer,Y,Y,OK,Y,
1152,2,Indiana,Monroe,,18105,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/MonroeINDynamic/MapServer,Y,Y,OK,Y,
1153,2,Indiana,Morgan,,18109,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/MorganINDynamic/MapServer,Y,Y,OK,Y,
1154,2,Indiana,Orange,,18117,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/OrangeINDynamic/MapServer,Y,Y,OK,Y,
1155,2,Indiana,Porter,,18127,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/PorterINFeatures/FeatureServer,Y,Y,OK,Y, 
1156,2,Indiana,Porter,,18127,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/PorterINWFSFeatures/FeatureServer,Y,Y,OK,Y,
1157,2,Indiana,Rush,,18139,,https://wfs.schneidercorp.com/arcgis/rest/services/RushCountyIN_WFS/MapServer,Y,Y,OK,Y,
1158,2,Indiana,Steuben,,18151,,https://wfs.schneidercorp.com/arcgis/rest/services/SteubenCountyIN_WFS/MapServer,Y,Y,OK,Y,
1159,2,Indiana,Tippecanoe,,18157,,https://maps.tippecanoe.in.gov/server/rest/services,Y,Y,OK,Y, 
1160,2,Indiana,Tippecanoe,,18157,,https://wfs.schneidercorp.com/arcgis/rest/services/TippecanoeCountyIN_WFS/MapServer,Y,Y,OK,Y,
1161,2,Indiana,Tipton,,18159,,https://wfs.schneidercorp.com/arcgis/rest/services/TiptonCountyIN_WFS/MapServer,Y,Y,OK,Y,
1162,2,Indiana,Wabash,,18169,,https://wfs.schneidercorp.com/arcgis/rest/services/WabashCountyIN_WFS/MapServer,Y,Y,OK,Y,
1163,2,Indiana,Wayne,,18177,,https://gisweb3.co.wayne.in.us/arcgis/rest/services,Y,Y,OK,Y,
1164,2,Indiana,Wells,,18179,,https://wfs.schneidercorp.com/arcgis/rest/services/WellsCountyIN_WFS/MapServer,Y,Y,OK,Y,
1165,2,Indiana,White,,18181,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/WhiteINDynamic/MapServer,Y,Y,OK,Y,
1166,2,Indiana,Whitley,,18183,,https://wfs.schneidercorp.com/arcgis/rest/services/WhitleyCountyIN_WFS/MapServer,Y,Y,OK,Y,
1167,2,Indiana,,Brownsburg,,,https://wfs.schneidercorp.com/arcgis/rest/services/TownofBrownsburgIN/MapServer,Y,Y,OK,Y,
1168,2,Indiana,,Crown Point,,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/CrownPointINDynamic/MapServer,Y,Y,OK,Y,
1169,2,Indiana,,Evansville,,,https://maps.evansvillegis.com/arcgis_server/rest/services,Y,Y,OK,Y,
1170,2,Indiana,,Fishers,,,https://maps.fishers.in.us/arcgis/rest/services,Y,Y,OK,Y,
1171,2,Indiana,,Fort Wayne,,,https://gis.acimap.us/reference/rest/services,Y,Y,OK,Y,
1172,2,Indiana,,Greenfield,,,https://wfs.schneidercorp.com/arcgis/rest/services/CityofGreenfieldIN_WFS/MapServer,Y,Y,OK,Y,
1173,2,Indiana,,Greenwood,,,http://greenwoodgis.greenwood.in.gov/arcgis/rest/services,N,Y,,Y,
1174,2,Indiana,,Jeffersonville,,,https://web2.mobile311.com/arcgis/rest/services/Indiana/JeffersonvilleIN/MapServer,Y,Y,OK,Y,
1175,2,Indiana,,Lowell,,,https://elb.elevatemaps.io/arcgis/rest/services/eGISDynamicServices/LowellINDynamic/MapServer,Y,Y,OK,Y,
1176,2,Indiana,,Plymouth,,,https://wfs.schneidercorp.com/arcgis/rest/services/CityofPlymouthIN_REST/MapServer,Y,Y,OK,Y,
1177,2,Indiana,,Seymour,,,https://web2.mobile311.com/arcgis/rest/services/Indiana/SeymourIN/MapServer,Y,Y,OK,Y,
1178,2,Indiana,,South Band,,,https://gis.southbendin.gov/arcgis/rest/services,Y,Y,OK,Y,
1179,2,Indiana,,SteubenLakes,,,https://web2.mobile311.com/arcgis/rest/services/Indiana/SteubenLakesIN/MapServer,Y,Y,OK,Y,
1180,2,Indiana,,Warsaw,,,https://maps.warsaw.in.gov/arcgis/rest/services,Y,Y,OK,Y,
1181,2,Indiana,,Westfield,,,https://maps.westfield.in.gov/arcgis/rest/services,Y,Y,OK,Y,
1182,2,Indiana,,Whitestown,,,https://web2.mobile311.com/arcgis/rest/services/Indiana/WhitestownIN/MapServer,Y,Y,OK,Y,
1183,2,Iowa,,,19,Iowa Department of Homeland Security and Emergency Management,https://eoc.iowa.gov/arcgis/rest/services,Y,Y,OK,Y,
1184,2,Iowa,,,19,Iowa Department of Natural Resources,https://programs.iowadnr.gov/geospatial/rest/services,Y,Y,OK,Y,
1185,2,Iowa,,,19,Iowa Department of Transportation,https://gis.iowadot.gov/agshost/rest/services,Y,Y,OK,Y, 
1186,2,Iowa,,,19,Iowa Department of Transportation,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services,Y,Y,OK,Y,
1187,2,Iowa,,,19,Iowa legislature,https://gis.legis.iowa.gov/arcgis/rest/services,Y,Y,OK,Y,
1188,2,Iowa,,,19,Iowa State University GIS Support and Research Facility,https://ortho.gis.iastate.edu/arcgis/rest/services,Y,Y,OK,Y,
1189,2,Iowa,,,19,Iowa various layers,https://geoservices.iowa.gov/arcgis/rest/services,Y,Y,OK,Y,
1190,2,Iowa,Adair,,19001,,https://wfs.schneidercorp.com/arcgis/rest/services/AdairCountyIA_WFS/MapServer,Y,Y,OK,Y,
1191,2,Iowa,Buena Vista,,19021,,https://wfs.schneidercorp.com/arcgis/rest/services/BuenaVistaCountyIA_WFS/MapServer,Y,Y,OK,Y,
1192,2,Iowa,Butler,,19023,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/ButlerIAFeatures/FeatureServer,Y,Y,OK,Y,
1193,2,Iowa,Cass,,19029,,https://wfs.schneidercorp.com/arcgis/rest/services/CassCountyIA_WFS/MapServer,Y,Y,OK,Y,
1194,2,Iowa,Cerro Gordo,,19033,,https://gismaps.cgcounty.org/arcgis/rest/services,Y,Y,OK,Y, 
1195,2,Iowa,Cerro Gordo,,19033,,https://wfs.schneidercorp.com/arcgis/rest/services/CerroGordoCountyIA_WFS/MapServer,Y,Y,OK,Y,
1196,2,Iowa,Chickasaw,,19037,,https://wfs.schneidercorp.com/arcgis/rest/services/ChickasawCountyIA_WFS/MapServer,Y,Y,OK,Y,
1197,2,Iowa,Crawford,,19047,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/CrawfordIAFeatures/FeatureServer,Y,Y,OK,Y,
1198,2,Iowa,Dallas,,19049,,https://gis.dallascountyiowa.gov/arcgis/rest/services,Y,Y,OK,Y,
1199,2,Iowa,Decatur,,19053,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/DecaturIAFeatures/FeatureServer,Y,Y,OK,Y,
1200,2,Iowa,Delaware,,19055,,https://wfs.schneidercorp.com/arcgis/rest/services/DelawareCountyIA_WFS/MapServer,Y,Y,OK,Y,
1201,2,Iowa,Des Moines,,19057,,https://www.dmcwebgis.com/arcgis/rest/services,Y,Y,OK,Y,
1202,2,Iowa,Dubuque,,19061,,https://gis.dbqco.org/arcgis/rest/services,Y,Y,OK,Y,
1203,2,Iowa,Hardin,,19083,,https://wfs.schneidercorp.com/arcgis/rest/services/HardinCountyIA_AGS/MapServer,Y,Y,OK,Y,
1204,2,Iowa,Harrison,,19085,,https://wfs.schneidercorp.com/arcgis/rest/services/HarrisonCountyIA_WFS/MapServer,Y,Y,OK,Y,
1205,2,Iowa,Humboldt,,19091,,https://wfs.schneidercorp.com/arcgis/rest/services/HumboldtCountyIA_WFS/MapServer,Y,Y,OK,Y,
1206,2,Iowa,Ida,,19093,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/IdaIAFeatures/FeatureServer,Y,Y,OK,Y,
1207,2,Iowa,Jefferson,,19101,,https://wfs.schneidercorp.com/arcgis/rest/services/JeffersonCountyIA_WFS/MapServer,Y,Y,OK,Y,
1208,2,Iowa,Kossuth,,19109,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/KossuthIAFeatures/FeatureServer,Y,Y,OK,Y,
1209,2,Iowa,Linn,,19113,,https://gis.linncountyiowa.gov/ags/rest/services,Y,Y,OK,Y,
1210,2,Iowa,Louisa,,19115,,https://wfs.schneidercorp.com/arcgis/rest/services/LouisaCountyIA_WFS/MapServer,Y,Y,OK,Y,
1211,2,Iowa,Lyon,,19119,,https://wfs.schneidercorp.com/arcgis/rest/services/LyonCountyIA_EngineerWFS/MapServer,Y,Y,OK,Y, 
1212,2,Iowa,Lyon,,19119,,https://wfs.schneidercorp.com/arcgis/rest/services/LyonCountyIA_WFS/MapServer,Y,Y,OK,Y,
1213,2,Iowa,Lyons,,,,https://wfs.schneidercorp.com/arcgis/rest/services/LyonsCountyIA_WFS/MapServer,Y,Y,OK,Y,
1214,2,Iowa,Mitchell,,19131,,https://wfs.schneidercorp.com/arcgis/rest/services/MitchellCountyIA_WFS/MapServer,Y,Y,OK,Y,
1215,2,Iowa,Osceola,,19143,,https://wfs.schneidercorp.com/arcgis/rest/services/OsceolaCountyIA_WFS/MapServer,Y,Y,OK,Y,
1216,2,Iowa,Polk,,19153,,https://gis.polkcountyiowa.gov/arcgis/rest/services,Y,Y,OK,Y,
1217,2,Iowa,Pottawattamie,,19155,,https://gis.pottcounty-ia.gov/arcgis/rest/services,Y,Y,OK,Y,
1218,2,Iowa,Scott,,19163,,https://gis.scottcountyiowa.com/server/rest/services,Y,Y,OK,Y,
1219,2,Iowa,Wapello,,19179,,https://wfs.schneidercorp.com/arcgis/rest/services/WapelloCountyIA_WFS/MapServer,Y,Y,OK,Y,
1220,2,Iowa,Winnebago,,19189,,https://wfs.schneidercorp.com/arcgis/rest/services/WinnebagoCountyIA_WFS/MapServer,Y,Y,OK,Y,
1221,2,Iowa,Worth,,19195,,https://wfs.schneidercorp.com/arcgis/rest/services/WorthCountyIA_WFS/MapServer,Y,Y,OK,Y,
1222,2,Iowa,Wright,,19197,,https://wfs.schneidercorp.com/arcgis/rest/services/WrightCountyIA_WFS/MapServer,Y,Y,OK,Y,
1223,2,Iowa,,Adair,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Adair_IA_MGMT/MapServer,Y,N,OK,Y,
1224,2,Iowa,,Ames,,,https://gis.cityofames.org/arcgis/rest/services,Y,Y,OK,Y,
1225,2,Iowa,,Ankeny,,,https://maps.ankenyiowa.gov/arcgis/rest/services,Y,Y,OK,Y,
1226,2,Iowa,,Avoca,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Avoca_IA_MGMT/MapServer,Y,N,OK,Y,
1227,2,Iowa,,Carter Lake,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Carter_Lake_IA_MGMT/MapServer,Y,N,OK,Y,
1228,2,Iowa,,Carter Lake,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Carter_Lake_IA_MGMT_Feature/FeatureServer,Y,N,OK,Y,
1229,2,Iowa,,Cedar Rapids,,,https://crgis.cedar-rapids.org/arcgis/rest/services,Y,Y,OK,Y, 
1230,2,Iowa,,Cedar Rapids,,,https://crgis.cedar-rapids.org/arcgis/rest/services/Parcels/FeatureServer,Y,Y,OK,Y,
1231,2,Iowa,,Coralville,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Coralville_IA_MGMT/MapServer,Y,N,OK,Y,
1232,2,Iowa,,Crescent,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Crescent_IA_MGMT/MapServer,Y,N,OK,Y,
1233,2,Iowa,,Davenport,,,https://gis.ci.davenport.ia.us/arcgis/rest/services,Y,Y,X,Y,
1234,2,Iowa,,Des Moines,,,https://maps.dsm.city/p2/rest/services,Y,Y,OK,Y,
1235,2,Iowa,,Earling,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Earling_IA_MGMT/MapServer,Y,N,OK,Y,
1236,2,Iowa,,Greenfield,,,https://gis3.gisworkshop.com/arcgis/rest/services/Greenfield_Municipal_Utilities_IA_MGMT/MapServer,Y,N,OK,Y,
1237,2,Iowa,,Grimes,,,https://web2.mobile311.com/arcgis/rest/services/Iowa/GrimesIA/MapServer,Y,Y,OK,Y,
1238,2,Iowa,,Hamilton,,,https://web2.mobile311.com/arcgis/rest/services/Iowa/HamiltonIA/MapServer,Y,Y,OK,Y,
1239,2,Iowa,,Marion,,,https://gis2.gisworkshop.com/arcgis/rest/services/Marion_County_IA_Rural_Water_District_MGMT/MapServer,Y,N,OK,Y,
1240,2,Iowa,,Mitchell,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/MitchellIAFeatures/FeatureServer,Y,Y,OK,Y,
1241,2,Iowa,,Monona,,,https://services.arcgis.com/4YineAQdtmx0tv46/ArcGIS/rest/services/MononaIAFeatures/FeatureServer,Y,Y,OK,Y,
1242,2,Iowa,,Mount Ayr,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Mount_Ayr_IA_MGMT/MapServer,Y,N,OK,Y,
1243,2,Iowa,,Neola,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Neola_IA_MGMT/MapServer,Y,N,OK,Y,
1244,2,Iowa,,Onslow,,,https://arcgis4.roktech.net/arcgis/rest/services/Onslow,Y,Y,OK,Y,
1245,2,Iowa,,Palo,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Palo_IA_MGMT/MapServer,Y,N,OK,Y,
1246,2,Iowa,,Shelby,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Shelby_IA_MGMT/MapServer,Y,N,OK,Y,
1247,2,Iowa,,Sidney,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Sidney_IA_MGMT/MapServer,Y,N,OK,Y,
1248,2,Iowa,,Walnut,,,https://gis3.gisworkshop.com/arcgis/rest/services/City_of_Walnut_IA_MGMT/MapServer,Y,N,OK,Y,
1249,2,Iowa,,West Des Moines,,,https://lgmap.wdm.iowa.gov/arcgis/rest/services,Y,Y,OK,Y, Can only access data layers via map on city website 
1250,2,Kansas,,,20,Kansas GIS - Data Access and Support Center (DASC),https://services.kansasgis.org/arcgis/rest/services,Y,Y,OK,Y,
1251,2,Kansas,,,20,Kansas Department of Agriculture,https://gis2.kda.ks.gov/arcgis/rest/services,Y,Y,OK,Y,
1252,2,Kansas,,,20,Kansas Department of Transportation,https://wfs.ksdot.org/arcgis_web_adaptor/rest/services,Y,Y,OK,Y,
1253,2,Kansas,,,20,Kansas Department of Health & Environment,https://maps.kdhe.state.ks.us/kdhe_pubmap/rest/services,Y,Y,OK,Y,
1254,2,Kansas,,,20,University of Kansas - Applied Remote Sensing (KARS),http://kars.ku.edu/arcgis/rest/services,Y,Y,OK,Y,dead link 1
1255,2,Kansas,,,20,University of Kansas - Applied Remote Sensing (KARS),https://services.kars.ku.edu/arcgis/rest/services,Y,Y,OK,Y,dead link 1 
1256,2,Kansas,,,20,Kansas Groundwater Management Districts,https://gis3.gisworkshop.com/arcgis/rest/services/GMD_StateWide/MapServer,Y,N,OK,Y,
1257,2,Kansas,,,20,Kansas various layers,https://services.kansasgis.org/arcgis1/rest/services,Y,Y,OK,Y, 
